index,address_location_name,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
0,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0000
1,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0001
2,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0002
3,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0003
4,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0004
5,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0005
6,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-04:30 PM,,,False,True,,,,aitk0006
7,"209 2nd St NW Rm 202, Aitkin, MN 56431",,10:00 AM-03:00 PM,,,False,True,,,,aitk0007
8,"209 2nd St NW Rm 202, Aitkin, MN 56431",,08:00 AM-05:00 PM,,,False,True,,,,aitk0008
9,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0009
10,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0010
11,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0011
12,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0012
13,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0013
14,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0014
15,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-04:30 PM,,,False,True,,,,anok0015
16,"1685 Crosstown Blvd NW, Andover, MN 55304",,10:00 AM-03:00 PM,,,False,True,,,,anok0016
17,"1685 Crosstown Blvd NW, Andover, MN 55304",,08:00 AM-05:00 PM,,,False,True,,,,anok0017
18,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0018
19,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0019
20,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0020
21,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0021
22,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0022
23,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0023
24,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-04:30 PM,,,False,True,,,,anok0024
25,"2015 First Ave North, Anoka, MN 55303",,10:00 AM-01:00 PM,,,False,True,,,,anok0025
26,"2015 First Ave North, Anoka, MN 55303",,08:00 AM-05:00 PM,,,False,True,,,,anok0026
27,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0027
28,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0028
29,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0029
30,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0030
31,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0031
32,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0032
33,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-02:25 PM,,,False,True,,,,anok0033
34,"23820 Dewey St, Bethel, MN 55005",,10:00 AM-03:00 PM,,,False,True,,,,anok0034
35,"23820 Dewey St, Bethel, MN 55005",,07:25 AM-05:00 PM,,,False,True,,,,anok0035
36,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0036
37,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0037
38,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0038
39,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0039
40,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0040
41,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0041
42,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-04:30 PM,,,False,True,,,,anok0042
43,"10801 Town Square Dr, Blaine, MN 55449",,10:00 AM-03:00 PM,,,False,True,,,,anok0043
44,"10801 Town Square Dr, Blaine, MN 55449",,08:00 AM-05:00 PM,,,False,True,,,,anok0044
45,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0045
46,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0046
47,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0047
48,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0048
49,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0049
50,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0050
51,"1880 Main St, Centerville, MN 55038",,07:00 AM-04:00 PM,,,False,True,,,,anok0051
52,"1880 Main St, Centerville, MN 55038",,10:00 AM-03:00 PM,,,False,True,,,,anok0052
53,"1880 Main St, Centerville, MN 55038",,07:00 AM-05:00 PM,,,False,True,,,,anok0053
54,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0054
55,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0055
56,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0056
57,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0057
58,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0058
59,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0059
60,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0060
61,"200 Civic Heights Cir, Circle Pines, MN 55014",,10:00 AM-03:00 PM,,,False,True,,,,anok0061
62,"200 Civic Heights Cir, Circle Pines, MN 55014",,08:00 AM-05:00 PM,,,False,True,,,,anok0062
63,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0063
64,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0064
65,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0065
66,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0066
67,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0067
68,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0068
69,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0069
70,"590 40th Ave NE, Columbia Heights, MN 55421",,10:00 AM-03:00 PM,,,False,True,,,,anok0070
71,"590 40th Ave NE, Columbia Heights, MN 55421",,08:00 AM-05:00 PM,,,False,True,,,,anok0071
72,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0072
73,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0073
74,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0074
75,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0075
76,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0076
77,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0077
78,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0078
79,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0079
80,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0080
81,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0081
82,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0082
83,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0083
84,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0084
85,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0085
86,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0086
87,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0087
88,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0088
89,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0089
90,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-04:00 PM,,,False,True,,,,anok0090
91,"16319 Kettle River Blvd, Columbus, MN 55025",,10:00 AM-03:00 PM,,,False,True,,,,anok0091
92,"16319 Kettle River Blvd, Columbus, MN 55025",,08:00 AM-05:00 PM,,,False,True,,,,anok0092
93,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0093
94,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0094
95,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0095
96,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0096
97,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0097
98,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0098
99,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-04:30 PM,,,False,True,,,,anok0099
100,"11155 Robinson Dr, Coon Rapids, MN 55433",,10:00 AM-03:00 PM,,,False,True,,,,anok100
101,"11155 Robinson Dr, Coon Rapids, MN 55433",,08:00 AM-05:00 PM,,,False,True,,,,anok0101
102,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0102
103,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0103
104,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0104
105,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0105
106,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0106
107,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0107
108,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-04:00 PM,,,False,True,,,,anok0108
109,"2241 221st Ave NE, East Bethel, MN 55011",,10:00 AM-03:00 PM,,,False,True,,,,anok0109
110,"2241 221st Ave NE, East Bethel, MN 55011",,08:00 AM-05:00 PM,,,False,True,,,,anok0110
111,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0111
112,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0112
113,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0113
114,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0114
115,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0115
116,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0116
117,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-04:30 PM,,,False,True,,,,anok0117
118,"6431 University Ave NE, Fridley, MN 55432",,10:00 AM-03:00 PM,,,False,True,,,,anok0118
119,"6431 University Ave NE, Fridley, MN 55432",,08:00 AM-05:00 PM,,,False,True,,,,anok0119
120,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0120
121,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0121
122,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0122
123,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0123
124,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0124
125,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0125
126,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-12:00 PM,,,False,True,,,,anok0126
127,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0127
128,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0128
129,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0129
130,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0130
131,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0131
132,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-04:30 PM,,,False,True,,,,anok0132
133,"15544 Central Ave NE, Ham Lake, MN 55304",,10:00 AM-03:00 PM,,,False,True,,,,anok0133
134,"15544 Central Ave NE, Ham Lake, MN 55304",,07:00 AM-05:00 PM,,,False,True,,,,anok0134
135,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0135
136,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0136
137,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0137
138,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0138
139,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0139
140,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0140
141,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-04:30 PM,,,False,True,,,,anok0141
142,"4555 Jackson St, Hilltop, MN 55421",,10:00 AM-03:00 PM,,,False,True,,,,anok0142
143,"4555 Jackson St, Hilltop, MN 55421",,08:00 AM-05:00 PM,,,False,True,,,,anok0143
144,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0144
145,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0145
146,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0146
147,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0147
148,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0148
149,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0149
150,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0150
151,"9180 Lexington Ave, Lexington, MN 55014",,10:00 AM-03:00 PM,,,False,True,,,,anok0151
152,"9180 Lexington Ave, Lexington, MN 55014",,08:00 AM-05:00 PM,,,False,True,,,,anok0152
153,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0153
154,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0154
155,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0155
156,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0156
157,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0157
158,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0158
159,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-04:30 PM,,,False,True,,,,anok0159
160,"600 Town Center Pkwy, Lino Lakes, MN 55014",,10:00 AM-03:00 PM,,,False,True,,,,anok0160
161,"600 Town Center Pkwy, Lino Lakes, MN 55014",,08:00 AM-05:00 PM,,,False,True,,,,anok0161
162,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0162
163,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0163
164,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0164
165,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0165
166,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0166
167,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0167
168,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-04:30 PM,,,False,True,,,,anok0168
169,"22817 Typo Creek Dr NE, Stacy, MN 55079",,10:00 AM-03:00 PM,,,False,True,,,,anok0169
170,"22817 Typo Creek Dr NE, Stacy, MN 55079",,08:00 AM-05:00 PM,,,False,True,,,,anok0170
